Page Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate
12,5.514459182,0.2795162038,Direct,12.08349527,2,1
5,0.1543347273,0.02020922521,Referral,1.635528335,1,1
10,1.515568606,0.2020205094,Referral,2.324713471,3,1
6,1.386123239,0.04325735302,Paid,4.610230194,1,1
1,1.005580735,0.1997875642,Organic,0.4319418186,1,0.5118619124
6,7.282892017,0.2030255385,Referral,2.063063187,1,1
2,4.170044543,0.2839999883,Referral,1.164171833,0,0.972978412
4,0.198173149,0.1627385034,Organic,0.8875926436,0,0.7130979677
5,3.762510093,0.5560661363,Paid,6.638986577,2,1
8,2.247877522,0.1474134251,Direct,5.649883602,3,1
4,6.933905755,0.1301053644,Organic,1.406252623,1,1
2,1.126025491,0.4661921049,Paid,6.854873678,3,1
1,2.561088857,0.2835080882,Paid,7.175534731,3,1
8,2.083976616,0.7427343677,Social,8.168886876,1,1
8,2.017451867,0.1713545747,Social,7.289645092,3,1
4,1.8269994,0.1560354155,Social,3.931784481,1,1
1,0.6906158133,0.04832803726,Organic,2.280971104,2,0.9998104722
9,4.228196753,0.2239367671,Organic,5.614024144,3,1
4,1.800807319,0.2725932922,Organic,2.441558899,1,1
2,9.547362292,0.05816165399,Referral,4.07025871,6,1
4,0.9065944774,0.3097016795,Referral,2.199124677,5,1
3,3.444137264,0.1815691994,Direct,3.066732517,2,1
8,8.476302106,0.2118023973,Paid,1.121853834,1,1
9,3.26709985,0.2468698251,Referral,5.358929094,1,1
4,6.150182036,0.2768032841,Paid,4.255955912,1,1
4,5.271743011,0.1137556889,Organic,0.7922270467,0,1
5,1.33941315,0.1930199682,Paid,2.456323635,2,1
11,2.749801889,0.2820869468,Paid,6.102849998,1,1
8,0.50973743,0.3782957272,Direct,1.410717462,1,0.900291806
6,2.300548332,0.2989155714,Organic,1.451157998,3,0.9899460035
2,0.7857387891,0.2281477023,Direct,2.682372422,1,1
8,4.084650888,0.1316224178,Paid,1.841087133,4,1
7,2.252700229,0.5842600216,Organic,9.130285328,2,1
6,1.589145554,0.6709302615,Organic,1.834258587,1,1
5,0.9391928626,0.1193121587,Organic,2.06542489,0,0.8513759853
3,19.93267164,0.2504335785,Paid,0.1883091064,2,1
5,0.2232349684,0.6687614995,Organic,2.605130186,0,0.9253040675
3,0.133613797,0.1885022096,Paid,5.557134104,2,1
3,0.7348541199,0.3527275866,Direct,5.218668994,1,1
7,10.62888345,0.335824663,Referral,5.404504099,0,1
4,11.62391698,0.3189075701,Social,4.935170438,1,1
4,3.192004258,0.5714621207,Organic,10.28372383,1,1
6,6.363458475,0.2764307475,Paid,3.995125686,2,1
6,0.7222493977,0.2339367908,Organic,2.026807168,2,1
3,10.73116579,0.2927840597,Social,2.152462893,0,1
4,0.4621990256,0.233906502,Organic,2.519294356,1,1
6,0.3198345207,0.4014360577,Paid,1.67847273,4,1
6,0.3570653527,0.09689915978,Paid,4.289220612,1,1
6,2.55381269,0.1713651506,Paid,5.799863509,0,1
6,4.555699993,0.2520823712,Social,2.261834787,2,1
3,1.370277629,0.3612378624,Organic,7.039498418,3,1
5,11.43598842,0.1880242809,Organic,1.091149452,5,1
2,1.70971131,0.3823096673,Social,0.4282726492,3,1
5,0.4891403267,0.2171611028,Paid,2.194252587,2,1
3,1.881891518,0.6925246874,Paid,0.4945827691,4,1
3,3.409289828,0.3149832021,Organic,1.527054525,0,0.7304071093
5,5.355408405,0.5915975371,Social,3.645431128,0,1
11,1.841723377,0.3488735401,Direct,0.7086577693,0,1
7,2.701302538,0.1142665936,Referral,3.414782126,1,1
7,0.9332398905,0.1059476154,Social,1.882114876,0,1
4,3.114667778,0.2407469834,Paid,4.905288054,4,1
1,12.80008785,0.4449601962,Organic,0.8538104515,2,1
4,0.1508926528,0.1790937756,Organic,1.882119734,4,1
5,6.528668115,0.06525378915,Referral,1.643101105,4,1
4,2.478544681,0.6054696532,Paid,3.65691555,0,1
4,0.8714526226,0.09764614423,Social,2.046011282,1,0.832439045
7,9.295934697,0.2586434995,Referral,4.819333441,1,1
6,1.981193835,0.2460130429,Direct,3.733268039,3,1
8,1.209010553,0.04922538125,Paid,3.096045273,1,1
4,0.6008369536,0.3646355484,Paid,2.567608101,3,1
3,0.8409367305,0.161348492,Organic,9.548385899,2,1
0,5.366573797,0.09874747475,Paid,3.387571947,2,1
4,2.858942023,0.6778840305,Social,4.182923861,1,0.9376836414
1,7.334023097,0.4741981954,Organic,4.123284819,0,1
4,0.7917734063,0.2456533767,Direct,2.063405403,1,0.7103410784
3,0.3873841295,0.6226141161,Direct,0.4212503607,1,0.7143839707
5,0.0183184066,0.09117191219,Paid,9.033040065,1,1
6,2.126988571,0.2144379099,Organic,2.299828638,7,1
6,19.14363617,0.2966931453,Organic,4.02973372,2,1
4,3.561988908,0.4255518257,Organic,9.397374059,3,1
4,1.106219117,0.3182140305,Organic,2.125564079,4,0.9119394275
5,6.283265558,0.2082926616,Paid,2.702707577,2,1
1,4.565961053,0.06662505751,Organic,7.329865601,1,1
9,0.04660564519,0.2677183102,Referral,1.950059613,0,1
7,5.092521046,0.1379065758,Organic,1.185222484,2,1
5,1.072283213,0.09739606093,Organic,0.6628541923,2,1
4,0.4864045319,0.2985284239,Paid,15.27774418,2,1
5,0.7698328149,0.2614264535,Direct,8.675913616,6,1
4,1.896606725,0.1754444921,Referral,0.2189271916,1,1
1,1.659466718,0.560390961,Paid,5.42036866,4,1
3,1.022773055,0.315658745,Social,9.181610398,2,1
7,0.5670175006,0.08536613562,Referral,3.098959491,0,1
6,4.30936434,0.2116302088,Social,2.375374489,4,1
10,13.8486278,0.5901712744,Organic,2.516002091,2,1
4,4.512418532,0.4428854226,Social,8.286734015,2,1
5,1.052662177,0.7290190638,Organic,1.569542784,3,0.8074644819
6,0.8423535915,0.3050694681,Direct,1.597971773,1,1
6,0.7364200837,0.3239916578,Organic,1.57907885,0,0.9064559506
8,0.4409619549,0.2000359886,Direct,0.1266786252,0,0.7416358837
4,2.40440656,0.3816022207,Direct,2.454699278,4,1
3,2.789650884,0.1381603173,Organic,7.519666599,3,1
3,3.667455931,0.06221772957,Direct,4.517620226,1,1
9,3.420303869,0.3848006425,Organic,4.973141644,0,1
7,1.037346224,0.5297099547,Organic,4.086094249,0,1
2,1.202825585,0.1286793617,Paid,2.762675601,1,1
2,3.432535327,0.1689423735,Direct,2.86858136,0,1
4,1.289800481,0.3153849818,Paid,4.169699529,2,1
6,0.7171450553,0.6085978595,Paid,2.168847911,1,1
9,1.406826117,0.03564566377,Referral,1.467398688,3,1
11,0.9527095156,0.08755653784,Direct,2.348153776,3,1
4,0.2773747313,0.3633124824,Social,1.007076825,0,0.8524364955
7,5.318322744,0.3263181552,Organic,1.677029166,3,1
7,5.754242186,0.02705341142,Organic,6.638585688,2,1
3,0.7444238476,0.3374209882,Organic,2.718704156,2,1
7,0.2008954275,0.2242165483,Referral,4.061434729,2,1
5,4.027721792,0.1391170502,Organic,4.541280781,5,1
2,0.7129775323,0.08831981174,Organic,3.315598387,4,1
9,1.499832573,0.1966321473,Social,5.935198757,2,1
6,0.1988529396,0.3118584524,Organic,1.938400727,5,1
3,0.7695953004,0.2876526644,Paid,4.189476221,1,1
6,4.723693535,0.4394393457,Organic,1.315052517,1,1
3,4.894996069,0.1555360239,Organic,0.2298597535,2,1
2,0.6961170904,0.2793581156,Organic,1.84650737,2,1
8,1.22803016,0.5947538898,Paid,2.86015828,0,0.8575224982
4,0.4324371572,0.07771975377,Social,1.398357618,2,0.3436645887
5,0.2312024625,0.2592730958,Organic,9.031336937,1,1
4,14.55003526,0.2393978285,Organic,2.962171481,2,1
3,3.19780183,0.2456294668,Social,5.103537226,0,1
4,2.343290508,0.149166535,Social,7.753619465,3,1
3,4.350879889,0.2282740512,Social,3.355275997,3,1
11,5.499191484,0.5400853841,Direct,1.943676716,2,1
6,4.930764886,0.406959852,Social,1.177187519,0,1
5,0.05003325924,0.5904955134,Paid,0.682661987,1,0.8676162191
5,0.6203637293,0.442881542,Social,5.447255671,3,1
5,3.191809239,0.2452956032,Paid,5.882262926,1,1
3,1.413657973,0.2642058385,Organic,7.975180224,4,1
6,12.13369056,0.5442898021,Organic,7.04402132,1,1
4,3.284501442,0.1340960959,Organic,9.70128077,1,1
5,9.408357936,0.2012107282,Organic,5.91338323,2,1
3,0.6748598699,0.3253536888,Organic,3.78541993,2,1
7,5.98435342,0.2165087425,Organic,2.255782293,2,1
3,1.162959438,0.2823162474,Social,3.034358557,3,0.8978965381
6,13.68771409,0.1865551154,Direct,3.320067856,3,1
7,0.5148167548,0.234838612,Paid,8.782333224,2,1
1,2.179118172,0.0956315885,Social,7.198770264,2,1
6,4.72285717,0.2168569879,Organic,1.620715678,1,1
4,1.700296885,0.2765028001,Direct,4.216836409,1,1
2,1.89380943,0.218600291,Paid,5.191202248,1,1
2,12.88332128,0.1368309567,Organic,4.800778579,0,1
5,1.661763886,0.2439664513,Organic,2.432419124,2,1
5,2.77956947,0.1557763937,Organic,3.19510358,3,1
3,0.1682500156,0.117039081,Organic,6.408842255,3,1
5,5.539472257,0.3753541367,Organic,2.556478474,4,1
11,3.133804888,0.07913673612,Organic,1.389461929,4,1
2,1.552645026,0.2049433721,Organic,5.118529117,1,1
6,0.04890508043,0.2880399236,Organic,3.020125557,6,1
5,2.687030159,0.3453302339,Direct,6.903995903,3,1
3,0.03821586388,0.6832384179,Organic,3.412665935,1,0.7055226551
4,0.003613016502,0.3439292083,Organic,0.1029082692,2,0.6506996336
10,2.872108295,0.07723715092,Referral,4.044414241,4,1
1,0.6285248097,0.3694480894,Social,4.393643437,2,1
8,0.639162177,0.4521965432,Organic,7.167126058,2,1
3,3.177640248,0.2692673529,Social,1.746011434,1,1
5,0.1655779915,0.2257580256,Organic,2.236010886,0,0.8335702797
4,1.128034494,0.2779884295,Organic,1.797174379,1,1
11,0.485552407,0.3556309879,Organic,6.830538607,1,1
3,2.603761752,0.4174029018,Referral,1.228754813,5,1
4,3.252044449,0.2617529952,Organic,5.245660068,1,1
3,3.831091639,0.3901955317,Referral,1.652763706,2,1
3,0.8840444012,0.06961778368,Organic,3.220612641,1,0.9191220547
8,0.2804597112,0.1738343868,Referral,0.7430513737,4,1
1,0.2458554717,0.1860701102,Organic,4.98970283,2,1
5,1.666169818,0.09166895802,Paid,2.892379178,1,1
7,8.747682185,0.281932058,Paid,5.634663643,1,1
3,0.7366622848,0.3333141109,Referral,4.910241559,1,1
7,0.8901345518,0.5198424887,Organic,2.326734227,4,1
5,0.3190456845,0.2655245199,Social,1.710609349,3,1
7,2.790942866,0.3705530018,Referral,3.43175196,0,1
5,3.417111279,0.364036796,Organic,2.08235095,0,1
7,3.089480465,0.2228559989,Direct,10.71673503,0,1
5,5.922656356,0.3156678806,Referral,3.348669273,1,1
4,1.999082489,0.1349333471,Paid,7.499378056,1,1
5,0.4331948113,0.483225121,Organic,4.096955476,3,1
11,1.024958447,0.5272330829,Paid,2.849958506,3,1
7,3.257946912,0.3418123429,Organic,1.615457294,2,1
6,2.84893744,0.3571396909,Paid,4.351573405,4,1
3,2.271477551,0.1203473058,Paid,1.381755565,1,1
0,3.446223803,0.4416641207,Referral,3.699365146,2,1
10,3.043289243,0.2206477802,Organic,4.443160263,0,1
5,6.394097049,0.3816198898,Social,2.756716975,1,1
5,2.645786595,0.2304454191,Organic,5.63955697,1,1
3,4.523371187,0.2861900588,Paid,2.160461192,2,1
4,0.8578792933,0.2670195288,Social,6.196473623,2,1
2,3.401312781,0.1146331199,Referral,7.454386412,3,1
2,6.974311694,0.5688505697,Organic,4.258929191,2,1
7,1.461973493,0.2697323005,Organic,5.560523214,1,1
3,4.530192374,0.4083479037,Organic,4.846905858,2,1
1,3.870654892,0.32428201,Paid,4.233456594,2,1
3,0.1841144545,0.09219368005,Organic,4.22522503,2,1
7,2.613294735,0.06389827343,Referral,1.228158615,2,1
5,0.4184392013,0.03733690354,Paid,6.582763687,1,1
5,10.26290004,0.1555971943,Organic,3.173374521,0,1
4,5.004500072,0.1968875134,Organic,3.451759403,0,1
5,0.3486705862,0.2015935228,Organic,3.040784495,2,1
5,0.3894787872,0.4247626822,Organic,1.675768736,3,1
3,2.707709794,0.2073449464,Paid,2.765682261,2,1
3,1.268852574,0.03313243014,Paid,7.756455818,2,1
6,0.1065888811,0.1859838275,Social,1.828669941,5,1
6,2.340311001,0.03768662688,Organic,0.2255832152,2,1
4,1.47230977,0.4129601366,Direct,0.6701252719,2,0.5628783572
9,0.3196720026,0.675431309,Organic,2.458751806,2,1
6,4.857258809,0.2935369659,Organic,0.5661324772,3,1
5,7.398022654,0.3932455763,Referral,1.758211481,2,1
5,4.239072531,0.1794876359,Social,6.936113614,2,1
4,5.185041227,0.2476432613,Organic,9.170584491,4,1
10,0.7319165341,0.1864129689,Referral,0.7870498841,2,1
6,0.9178352964,0.6246569725,Social,2.980979881,1,1
2,0.701580586,0.3376035627,Social,2.608252824,3,1
4,4.345319166,0.02879296832,Organic,5.790953605,1,1
3,8.864754584,0.2185211166,Social,2.014743292,2,1
2,3.785199917,0.2476224459,Social,5.702744842,1,1
5,6.397685678,0.3445137808,Referral,9.246031304,2,1
6,3.054132407,0.2676906446,Social,13.68943989,1,1
5,1.471402298,0.2413342596,Direct,0.4743160418,3,1
10,1.664131992,0.3324456102,Paid,3.912895492,2,1
5,0.2349272883,0.3491580243,Organic,3.507485288,2,0.8848068823
5,0.09588780046,0.3433956162,Paid,6.925161644,2,1
4,3.567012232,0.3359683682,Organic,7.86257709,1,1
4,1.73105062,0.09519440258,Organic,3.316048891,3,1
3,2.410326673,0.4063735902,Paid,9.927656398,2,1
6,2.447037847,0.2472113026,Organic,2.967770557,2,1
4,0.9745979673,0.356865827,Referral,1.57368289,2,1
2,1.938175451,0.2658512329,Social,5.735960729,0,1
9,1.908941048,0.3252518548,Paid,1.157766066,2,1
5,1.475163942,0.3932570325,Direct,5.517503514,3,1
9,5.155672845,0.09097933371,Organic,5.696601767,2,1
5,1.799866841,0.188928425,Social,6.916473761,4,1
5,2.776331415,0.1642863153,Social,2.973164095,2,1
1,6.776282297,0.05120011948,Organic,6.479966111,2,1
5,6.034981364,0.3195416615,Organic,0.3839075502,4,1
8,6.633361543,0.08329361213,Organic,4.716308439,1,1
6,0.944152768,0.5794760396,Social,3.824982869,2,1
2,0.1068270929,0.6208996639,Social,7.575048449,1,1
5,0.9076432632,0.1125292644,Organic,13.61465526,2,1
5,0.9801309702,0.295527094,Paid,10.78251722,3,1
4,7.202589801,0.3361632721,Organic,0.8175141665,2,1
6,3.142982524,0.3349777178,Paid,3.530392639,2,1
5,0.2557063688,0.3307137663,Direct,2.121120393,2,1
6,0.4363906533,0.6032646105,Organic,1.428473711,2,0.7996957089
5,0.5076573615,0.3431515583,Direct,4.634242626,2,1
4,2.98617835,0.1690976848,Social,1.841314495,0,1
7,3.988767105,0.3339137889,Direct,4.03998825,4,1
5,5.890717769,0.2558546012,Organic,2.684361654,0,1
7,8.472229726,0.1104118271,Organic,4.705387302,2,1
6,0.6758295636,0.1098079253,Organic,2.084484108,1,0.9858422556
4,1.11220201,0.2524410438,Referral,6.742278267,0,1
8,0.8245853372,0.4092603976,Referral,2.853615687,1,1
4,1.333061765,0.263678431,Organic,1.813395949,3,1
3,7.383515553,0.5311580804,Social,3.248230484,1,1
5,2.567793026,0.4514916277,Organic,5.111094379,1,1
10,4.020430428,0.3024359623,Organic,2.032039463,4,1
6,2.020735131,0.4561660197,Paid,3.418235,1,1
4,0.08784747347,0.337951805,Organic,3.085623562,3,1
3,0.1990460306,0.3911684955,Organic,1.410347465,3,1
3,2.316071408,0.01797674342,Organic,6.540207333,3,1
5,3.805950377,0.125009974,Social,7.754137658,3,1
2,0.7274781121,0.3448001508,Social,5.104160427,1,1
6,3.839426834,0.1714311245,Paid,8.802778389,1,1
2,4.992724294,0.2827268904,Referral,2.486164336,0,1
5,1.592561969,0.3484302374,Paid,2.660900463,1,1
2,4.116218696,0.426873042,Organic,5.001045592,1,1
6,1.552694596,0.0197994884,Referral,1.844890192,1,1
3,3.402879714,0.4729506231,Referral,0.6003820536,4,1
5,4.331732913,0.2978066001,Referral,7.516459464,0,1
2,14.45754852,0.1399118447,Referral,1.992582077,2,1
6,1.271177453,0.2606681936,Referral,7.347503766,6,1
6,1.588195004,0.4146561286,Organic,5.570132213,3,1
7,0.5431992483,0.119070213,Social,4.969958642,0,0.9877466601
6,0.6847436378,0.4506839562,Organic,6.24121016,2,1
6,3.54658504,0.5183477591,Social,2.394115272,2,1
4,7.468392303,0.2527618277,Organic,7.38967523,2,1
4,1.505622185,0.1262115655,Organic,9.965892335,3,1
7,0.5947837732,0.1761530668,Referral,7.295669483,0,1
5,1.006835718,0.3259512879,Organic,1.464921589,5,1
5,1.82119308,0.2754522236,Social,4.260066703,5,1
8,1.030220057,0.345600879,Paid,1.130111228,0,0.7207680612
4,0.798071281,0.3402032785,Referral,5.644779151,2,1
2,3.995242269,0.3134811094,Organic,2.70520584,1,1
3,0.02362756356,0.3794324025,Organic,0.6026939279,5,0.7027854342
4,2.324572261,0.1801485321,Organic,2.478843579,5,1
6,4.736243237,0.5983548328,Referral,3.603001744,3,1
9,0.9286719466,0.2593869756,Referral,1.935114155,4,1
3,2.773660655,0.4964032213,Paid,7.460322506,1,1
5,3.31600546,0.3669315929,Direct,2.159173792,0,1
3,3.192847345,0.1936037774,Referral,1.868697966,3,1
2,1.770957632,0.3213650748,Direct,0.5314646572,4,1
4,1.276596275,0.3005018157,Organic,6.371559823,1,1
9,5.422277967,0.2638350578,Organic,3.890281483,2,1
4,4.261986151,0.5729607214,Organic,6.933823217,3,1
5,1.162530089,0.1873291452,Organic,4.04899829,0,1
8,0.3261624469,0.4242854947,Paid,8.666665972,1,1
8,0.223548544,0.4103349991,Paid,5.410699554,1,1
5,0.2970618921,0.2714816504,Paid,4.971894324,1,1
3,2.623067471,0.07999906074,Referral,3.530154628,3,1
9,0.1591334568,0.3837779664,Direct,0.4473552905,4,1
2,1.232610002,0.2198058553,Social,2.05567889,2,1
8,4.197527337,0.09922730093,Organic,1.699841191,1,1
7,1.045899951,0.3347419244,Organic,3.471933997,4,1
6,4.322987662,0.09866405559,Organic,2.438211664,5,1
9,4.104974806,0.3336708621,Organic,6.782206626,2,1
3,0.8464010106,0.4087100514,Paid,6.241495328,1,1
6,3.914941534,0.2145747567,Paid,2.86749538,2,1
7,4.132320684,0.521306515,Organic,3.89030056,1,1
7,1.519773434,0.2280914743,Referral,1.962339229,1,1
5,0.7087641994,0.640605795,Referral,5.442528618,0,1
5,2.209860601,0.184004528,Organic,5.020236739,2,1
1,7.630058679,0.4657345381,Organic,10.43653859,2,1
7,3.061761545,0.3429267164,Social,3.354205346,1,1
4,0.5695706198,0.1671849495,Paid,8.308488578,2,1
7,3.444261,0.2569404361,Organic,1.281164724,2,1
5,1.671671845,0.02644203092,Organic,3.842829036,4,1
5,2.686001588,0.2010027979,Organic,2.812136867,2,1
3,3.973499197,0.2825434355,Organic,4.080773263,6,1
5,2.170493521,0.1926559624,Social,4.541662677,2,1
5,5.045767352,0.09176911133,Organic,0.9334650594,0,0.910657201
4,3.842081879,0.2970668871,Organic,6.793931683,1,1
3,2.864107369,0.1891425243,Organic,6.787871828,3,1
3,0.4903562678,0.29645337,Social,3.089149796,0,1
5,5.4227358,0.2868697607,Organic,3.217205729,0,1
10,8.24219416,0.6311072785,Organic,4.532645125,2,1
2,0.4419005279,0.7056353993,Paid,6.579452445,1,1
5,2.009705162,0.4716618932,Paid,4.451741074,2,1
3,0.8988135575,0.4757162527,Organic,6.165049455,3,1
4,4.213659825,0.431743485,Organic,1.75726484,2,1
6,3.836408422,0.4780325666,Social,8.524902479,0,1
3,0.4555578891,0.6186463531,Direct,2.425418992,2,1
4,6.287377997,0.09260671516,Organic,5.05502632,2,1
4,0.5989149203,0.256741366,Organic,3.550120926,1,0.9785623542
5,4.787478309,0.3333124667,Organic,3.920297832,0,1
8,1.831829369,0.6281102271,Social,3.671376656,1,1
5,1.193706658,0.2678427019,Paid,2.999590101,1,1
6,0.5167783952,0.07972778221,Social,8.967515643,0,1
3,0.5503779335,0.4037045672,Referral,1.56167817,1,1
4,3.2531569,0.02741720312,Direct,2.7670995,4,1
5,2.398393715,0.08526195059,Social,6.91278119,4,1
6,0.3906179438,0.5158380623,Social,6.87437441,2,1
7,0.3587091715,0.2073045167,Paid,4.210922156,5,1
5,0.2251748199,0.194480042,Organic,1.796633145,1,0.9546245044
2,4.085008344,0.38525511,Paid,4.202028417,3,1
6,3.733156369,0.2109709351,Paid,1.841668395,3,1
4,0.1806229096,0.4001551519,Referral,1.377693794,3,1
2,2.464783646,0.375500462,Organic,3.836196361,1,1
4,0.2654320429,0.2831591017,Referral,0.7963578591,0,0.6546530768
2,7.022287095,0.2606639215,Paid,8.220105932,3,1
3,7.129257466,0.3730905377,Referral,2.148944178,2,1
4,3.594300146,0.1178146056,Organic,3.00687182,2,1
7,7.818739328,0.272193398,Paid,2.073955907,2,1
5,5.005224383,0.1213136646,Organic,1.262660355,3,1
5,5.290190911,0.3191556894,Social,0.1907984726,0,1
7,2.529872651,0.161968035,Paid,1.553836821,2,1
9,1.096105866,0.3663188245,Organic,8.503792481,2,1
7,0.7369310562,0.27422287,Organic,7.591828471,3,1
6,1.188921609,0.4150247242,Referral,0.6983988357,2,0.8558626898
6,2.970582341,0.08923076768,Organic,8.213530972,3,1
9,0.5686060704,0.6153360403,Direct,4.082688253,0,1
2,0.8978077827,0.312452847,Paid,1.203954509,2,1
3,1.8936786,0.1420165256,Organic,5.414502455,3,1
9,0.7960013918,0.2058874818,Referral,3.181636304,3,1
3,2.664886369,0.5823738131,Organic,2.30930065,1,1
8,7.698715674,0.5599032385,Social,2.46281022,2,1
5,4.136042641,0.452784925,Organic,5.27078863,1,1
4,3.293677171,0.09331576395,Direct,5.743321678,2,1
9,2.622004071,0.1142869172,Referral,1.787608823,2,1
2,2.007986758,0.1373833373,Social,4.642438917,1,1
5,0.6194635658,0.332121828,Organic,4.319798431,0,1
10,6.75312347,0.2089496384,Organic,0.06851546792,1,1
5,0.8571959334,0.2011643752,Referral,5.988554334,3,1
4,0.2872501256,0.3762792003,Referral,1.823728578,2,1
7,4.15906524,0.3085099141,Organic,3.187003317,3,1
3,0.57935482,0.04669509668,Organic,4.19306206,0,0.9035370882
6,1.395148561,0.08879655157,Organic,5.889094003,3,1
3,0.08607796079,0.3918548241,Referral,7.70817215,2,1
3,0.442257958,0.5616375918,Organic,5.615400561,2,1
4,0.5705905276,0.3790390397,Organic,4.813500624,0,0.6577311179
1,0.1678390284,0.5163854776,Organic,3.869994369,0,0.8878739789
2,3.207075615,0.1024811613,Paid,2.546246312,1,1
4,5.442158719,0.07869783229,Organic,7.394133181,2,1
5,1.401935716,0.02343546549,Direct,1.750777666,3,1
8,6.228177247,0.5153819231,Organic,5.663944993,2,1
7,0.7199025055,0.4269774565,Direct,5.29198492,0,1
7,1.180863482,0.274349659,Paid,3.746355111,2,1
2,0.4901590687,0.3282714834,Organic,7.447491568,1,1
6,2.907170031,0.5692756003,Organic,4.145950496,3,1
8,1.633507072,0.1396769841,Referral,3.911168612,1,1
6,2.850189049,0.03019080193,Referral,4.690626846,4,1
4,4.302358781,0.139937528,Paid,6.402000013,3,1
4,2.367012435,0.0598087067,Organic,0.328570691,2,1
4,2.963604745,0.7253254307,Direct,11.07541224,1,1
1,8.211679302,0.3927279178,Direct,5.907398497,0,1
6,1.066017408,0.5773191447,Paid,4.238077834,6,1
8,1.334944828,0.3137407322,Referral,0.4834647973,5,1
7,3.794390556,0.3457597703,Paid,8.43242324,1,1
7,2.834884904,0.2420384966,Organic,2.57983508,2,1
6,0.5899901896,0.5252687798,Organic,1.273983664,3,1
6,1.415523037,0.2945177987,Paid,5.844368735,3,1
4,1.892422048,0.09784321205,Social,2.026631355,8,1
3,1.631027175,0.4316315615,Organic,7.055173056,2,1
6,0.5890477695,0.2939308733,Paid,0.8208364978,3,0.9508899648
3,7.748091344,0.2946133997,Social,3.369811794,2,1
10,4.310474514,0.4013614294,Organic,4.242693299,1,1
5,1.969611726,0.6463918833,Organic,3.681597153,2,1
6,3.418875045,0.6925531598,Social,1.917699797,1,1
6,6.827323359,0.6194852384,Organic,3.641566684,0,1
4,0.4391522525,0.354451103,Organic,0.5460028936,2,1
6,0.8645387914,0.4386649,Organic,4.215996772,4,1
5,2.347255127,0.1988218059,Organic,2.609143553,1,1
3,4.813505913,0.3884640485,Social,5.142598676,1,1
2,0.1107853011,0.2739123987,Referral,4.330010178,1,1
3,12.40890476,0.09196124109,Paid,0.9295370384,6,1
2,1.820394384,0.4106631319,Paid,2.89379656,1,0.9682403498
8,1.335259443,0.1292976714,Direct,1.286938454,1,1
7,1.039004779,0.2333622024,Organic,3.702190413,1,1
4,0.5747773446,0.2347603659,Organic,2.624259968,3,0.9163888979
3,4.70451234,0.5158848851,Direct,5.568310756,3,1
3,9.331017197,0.240826907,Direct,3.859289093,5,1
6,1.601488358,0.4655113196,Organic,2.630837546,2,1
5,9.136072128,0.1177229318,Organic,3.754019898,1,1
1,5.208366097,0.1658587061,Paid,2.187169435,2,1
8,1.967849737,0.5283654586,Organic,4.5891749,5,1
9,3.362814615,0.1749315894,Referral,3.864829791,5,1
4,1.71270464,0.1502448527,Organic,0.3328268467,3,0.9294520123
7,2.454250224,0.4495086791,Organic,13.88265279,2,1
3,0.179397587,0.3327283587,Paid,3.310659587,6,1
7,3.574783945,0.1718882042,Direct,2.382783297,3,1
5,0.1628131003,0.3527458662,Paid,3.185406883,1,0.9221746753
6,5.096200274,0.2922180546,Organic,5.185204653,3,1
8,5.227998272,0.3440868682,Direct,2.964311074,1,1
2,0.8117956414,0.1558632844,Paid,2.782074586,3,0.9084684776
4,1.173190448,0.121921808,Organic,1.254665874,1,1
9,1.96934882,0.2238261716,Organic,2.158186436,4,1
4,2.723947822,0.06801283441,Organic,3.981381641,1,1
4,1.016310003,0.04669211263,Paid,3.588964331,0,1
3,2.693042952,0.113980384,Paid,2.189102431,3,1
4,1.060555819,0.183856534,Organic,4.280078157,1,0.9622726811
4,0.1712693038,0.1087502269,Organic,2.169669397,0,0.6299907632
6,0.007592248436,0.1288298903,Organic,4.284501677,3,1
7,0.3199208624,0.4070936556,Paid,1.110684347,1,0.849981753
3,4.714269646,0.06012160526,Organic,2.900586016,1,1
6,9.7659436,0.2597213227,Organic,2.365593358,2,1
8,1.670431725,0.03987286196,Direct,7.623073995,2,1
7,2.1565272,0.2459818254,Paid,2.377260386,3,1
3,0.4764532528,0.0872888482,Organic,6.496031161,1,1
4,2.402406664,0.310411014,Referral,4.019969352,1,1
6,0.4687508043,0.1689366821,Organic,1.426578081,3,1
8,2.834181201,0.2310509069,Referral,6.500456486,3,1
3,8.120792525,0.6197176083,Referral,5.821393442,1,1
4,0.6533433869,0.1751486316,Referral,4.624260867,2,1
3,4.338944901,0.5810713967,Referral,4.575273264,2,1
8,0.07134902938,0.2649986526,Organic,3.690304511,0,1
1,1.412398596,0.2693989854,Referral,4.995924668,1,1
3,0.3521255704,0.07714831069,Organic,6.308064532,2,1
7,1.303795674,0.1973046936,Organic,1.026282058,2,1
5,0.5718000977,0.4255238851,Direct,7.040877469,1,1
9,1.401885853,0.2414740724,Paid,7.807379812,3,1
5,1.621395739,0.1408179937,Direct,1.317407544,4,1
4,1.072559285,0.08610855991,Organic,2.432555247,0,0.8171019273
5,3.206769752,0.4508035745,Paid,4.338799247,3,1
7,7.534443788,0.4252741445,Organic,6.033240573,2,1
3,1.53545522,0.6148729301,Referral,3.515315029,2,0.9944984351
6,0.6408540278,0.1171497178,Organic,4.61220454,4,1
